file,page_num,line_num,word_num,left,top,right,delta,width,height,conf,text
FDP_Wahlprogramm_2021,0,1,1,2750,5126,3214,0,464,151,96.683739,Freie
FDP_Wahlprogramm_2021,0,2,1,2750,5295,3938,0,1188,157,96.412109,Demokraten
FDP_Wahlprogramm_2021,1,1,1,3095,163,3124,0,29,28,78.518242,|
FDP_Wahlprogramm_2021,1,2,1,2782,171,3247,0,465,144,74.736717,Freie
FDP_Wahlprogramm_2021,1,3,1,2782,333,3970,0,1188,156,96.390327,Demokraten
FDP_Wahlprogramm_2021,1,4,1,398,2783,643,23,245,53,96.704735,Beschluss
FDP_Wahlprogramm_2021,1,4,2,666,2783,756,24,90,53,96.749245,des
FDP_Wahlprogramm_2021,1,4,3,780,2787,867,27,87,49,93.254097,72.
FDP_Wahlprogramm_2021,1,4,4,894,2783,1016,31,122,53,91.739227,Ord.
FDP_Wahlprogramm_2021,1,4,5,1047,2783,1476,26,429,68,89.231232,Bundesparteitag
FDP_Wahlprogramm_2021,1,4,6,1502,2783,1589,25,87,53,96.19738,der
FDP_Wahlprogramm_2021,1,4,7,1614,2788,1769,29,155,48,96.336411,Freien
FDP_Wahlprogramm_2021,1,4,8,1798,2783,2113,24,315,53,96.438881,Demokraten
FDP_Wahlprogramm_2021,1,4,9,2137,2805,2244,35,107,31,93.287949,vom
FDP_Wahlprogramm_2021,1,4,10,2279,2786,2491,27,212,50,89.055649,14.-16.
FDP_Wahlprogramm_2021,1,4,11,2518,2787,2621,26,103,49,95.851067,Mai
FDP_Wahlprogramm_2021,1,4,12,2647,2787,2783,0,136,49,82.72229,2021
FDP_Wahlprogramm_2021,2,1,1,295,760,635,0,340,118,72.931427,INHALT
FDP_Wahlprogramm_2021,2,1,1,294,934,369,41,75,72,95.292854,Wie
FDP_Wahlprogramm_2021,2,1,2,410,960,451,31,41,33,95.292854,es
FDP_Wahlprogramm_2021,2,1,3,482,943,571,31,89,59,96.600594,"ist,"
FDP_Wahlprogramm_2021,2,1,4,602,938,705,23,103,55,96.712662,darf
FDP_Wahlprogramm_2021,2,1,5,728,960,778,23,50,33,96.303795,es
FDP_Wahlprogramm_2021,2,1,6,801,939,925,25,124,54,95.692848,nicht
FDP_Wahlprogramm_2021,2,1,7,950,939,1137,0,187,54,91.96064,bleiben
FDP_Wahlprogramm_2021,2,2,1,294,1038,472,48,178,71,96.595398,Werden
FDP_Wahlprogramm_2021,2,2,2,520,1038,610,29,90,71,96.595398,wir
FDP_Wahlprogramm_2021,2,2,3,639,1042,722,29,83,54,95.916061,das
FDP_Wahlprogramm_2021,2,2,4,751,1042,888,29,137,63,96.431572,"Land,"
FDP_Wahlprogramm_2021,2,2,5,917,1042,1001,28,84,54,95.675323,das
FDP_Wahlprogramm_2021,2,2,6,1029,1046,1072,28,43,49,96.480385,in
FDP_Wahlprogramm_2021,2,2,7,1100,1063,1178,27,78,33,96.316322,uns
FDP_Wahlprogramm_2021,2,2,8,1205,1042,1355,0,150,54,91.169365,steckt
FDP_Wahlprogramm_2021,2,3,1,298,1149,371,32,73,50,97.008362,Die
FDP_Wahlprogramm_2021,2,3,2,403,1145,596,25,193,69,96.707611,richtige
FDP_Wahlprogramm_2021,2,3,3,621,1145,859,31,238,69,96.540916,Richtung:
FDP_Wahlprogramm_2021,2,3,4,890,1145,1020,34,130,54,96.434196,durch
FDP_Wahlprogramm_2021,2,3,5,1054,1145,1134,26,80,54,96.434196,die
FDP_Wahlprogramm_2021,2,3,6,1160,1141,1286,34,126,77,96.383675,Mitte
FDP_Wahlprogramm_2021,2,3,7,1320,1145,1430,31,110,54,96.383675,nach
FDP_Wahlprogramm_2021,2,3,8,1461,1166,1604,0,143,33,92.30957,vorne
FDP_Wahlprogramm_2021,2,4,1,294,1244,393,31,99,77,96.42836,Wir
FDP_Wahlprogramm_2021,2,4,2,424,1248,586,24,162,54,96.738235,wollen
FDP_Wahlprogramm_2021,2,4,3,610,1248,848,0,238,69,91.80014,gestalten
FDP_Wahlprogramm_2021,2,5,1,298,1357,326,39,28,48,79.79039,l.
FDP_Wahlprogramm_2021,2,5,2,365,1355,440,36,75,50,96.730507,Nie
FDP_Wahlprogramm_2021,2,5,3,476,1372,561,25,85,33,96.612839,war
FDP_Wahlprogramm_2021,2,5,4,586,1372,640,31,54,33,96.81337,es
FDP_Wahlprogramm_2021,2,5,5,671,1346,1014,40,343,78,96.619354,notwendiger:
FDP_Wahlprogramm_2021,2,5,6,1054,1346,1230,32,176,78,96.733635,Machen
FDP_Wahlprogramm_2021,2,5,7,1262,1355,1347,28,85,50,96.463776,wir
FDP_Wahlprogramm_2021,2,5,8,1375,1346,1436,34,61,78,96.853989,uns
FDP_Wahlprogramm_2021,2,5,9,1470,1350,1535,26,65,55,96.166367,fit
FDP_Wahlprogramm_2021,2,5,10,1561,1350,1627,38,66,55,96.186211,für
FDP_Wahlprogramm_2021,2,5,11,1665,1346,1743,21,78,78,93.285225,den
FDP_Wahlprogramm_2021,2,5,12,1764,1350,2277,0,513,70,70.897858,Aufholwettbewerb!
FDP_Wahlprogramm_2021,2,6,1,357,1455,610,34,253,68,96.427124,Sicherung
FDP_Wahlprogramm_2021,2,6,2,644,1455,726,31,82,53,96.081009,der
FDP_Wahlprogramm_2021,2,6,3,757,1455,980,40,223,53,96.081009,Sozialen
FDP_Wahlprogramm_2021,2,6,4,1020,1451,1419,37,399,77,96.282761,Marktwirtschaft
FDP_Wahlprogramm_2021,2,6,5,1456,1455,1534,31,78,53,96.888374,und
FDP_Wahlprogramm_2021,2,6,6,1565,1455,1784,33,219,68,96.629715,Stärkung
FDP_Wahlprogramm_2021,2,6,7,1817,1455,1903,34,86,53,96.629715,der
FDP_Wahlprogramm_2021,2,6,8,1937,1451,2200,45,263,77,89.893768,Wirtschaft
FDP_Wahlprogramm_2021,2,6,9,2245,1501,2252,0,7,7,79.657478,.
FDP_Wahlprogramm_2021,2,7,1,359,1558,621,29,262,68,96.655769,Entlastung
FDP_Wahlprogramm_2021,2,7,2,650,1558,729,39,79,53,96.678154,und
FDP_Wahlprogramm_2021,2,7,3,768,1558,887,31,119,53,96.479568,faire
FDP_Wahlprogramm_2021,2,7,4,918,1562,1105,0,187,49,81.548195,Steuern
FDP_Wahlprogramm_2021,2,8,1,359,1657,676,33,317,77,96.097,Investitionen
FDP_Wahlprogramm_2021,2,8,2,709,1669,748,30,39,44,96.692215,in
FDP_Wahlprogramm_2021,2,8,3,778,1661,855,32,77,53,96.402855,die
FDP_Wahlprogramm_2021,2,8,4,887,1661,1072,0,185,53,87.913399,Zukunft
FDP_Wahlprogramm_2021,2,9,1,359,1769,487,32,128,48,96.852936,Faire
FDP_Wahlprogramm_2021,2,9,2,519,1760,678,25,159,76,96.712318,Regeln
FDP_Wahlprogramm_2021,2,9,3,703,1760,776,34,73,76,96.923111,bei
FDP_Wahlprogramm_2021,2,9,4,810,1760,894,0,84,76,96.271332,der
FDP_Wahlprogramm_2021,2,9,5,887,1764,1666,0,779,68,96.56707,internationalen
FDP_Wahlprogramm_2021,2,9,6,1349,1760,1679,2092,330,76,86.344498,Besteuerung
FDP_Wahlprogramm_2021,2,9,10,3771,1768,3833,0,62,48,93.383965,12
FDP_Wahlprogramm_2021,2,10,1,359,1867,542,28,183,68,96.645203,Bildung
FDP_Wahlprogramm_2021,2,10,2,570,1867,650,27,80,53,96.632942,der
FDP_Wahlprogramm_2021,2,10,3,677,1867,854,33,177,53,92.259903,Zukunft
FDP_Wahlprogramm_2021,2,10,4,887,1902,901,36,14,4,86.799179,-
FDP_Wahlprogramm_2021,2,10,5,937,1863,1116,36,179,76,96.820549,Chancen
FDP_Wahlprogramm_2021,2,10,6,1152,1867,1234,26,82,53,96.655182,für
FDP_Wahlprogramm_2021,2,10,7,1260,1863,1464,37,204,76,95.956314,Aufstieg
FDP_Wahlprogramm_2021,2,10,8,1501,1867,1584,28,83,53,96.823677,und
FDP_Wahlprogramm_2021,2,10,9,1612,1867,2083,1688,471,68,83.541565,Selbstbestimmung
FDP_Wahlprogramm_2021,2,10,13,3771,1871,3832,0,61,49,80.440659,18
FDP_Wahlprogramm_2021,2,11,1,359,1970,615,27,256,53,96.506325,Berufliche
FDP_Wahlprogramm_2021,2,11,2,642,1966,835,2933,193,76,89.744377,Bildung
FDP_Wahlprogramm_2021,2,11,8,3768,1966,3839,0,71,76,92.233788,17
FDP_Wahlprogramm_2021,2,12,1,359,2074,659,31,300,53,96.779655,Hochschule
FDP_Wahlprogramm_2021,2,12,2,690,2074,773,34,83,53,96.871292,und
FDP_Wahlprogramm_2021,2,12,3,807,2074,1072,2696,265,68,91.907295,Forschung
FDP_Wahlprogramm_2021,2,12,7,3768,2070,3839,0,71,76,96.237587,18
FDP_Wahlprogramm_2021,2,13,2,385,2172,470,25,85,78,96.763565,Nie
FDP_Wahlprogramm_2021,2,13,3,495,2197,583,19,88,33,96.761124,war
FDP_Wahlprogramm_2021,2,13,4,602,2176,1023,22,421,69,93.268623,Modernisierung
FDP_Wahlprogramm_2021,2,13,5,1045,2176,1347,22,302,69,92.921532,dringlicher:
FDP_Wahlprogramm_2021,2,13,6,1369,2176,2067,0,698,54,96.506569,Modernisieren
FDP_Wahlprogramm_2021,2,13,7,1776,2172,1861,25,85,78,96.69516,wir
FDP_Wahlprogramm_2021,2,13,8,1886,2176,2067,24,181,54,96.463478,endlich
FDP_Wahlprogramm_2021,2,13,9,2091,2197,2235,21,144,33,96.476593,unser
FDP_Wahlprogramm_2021,2,13,10,2256,2176,2399,1369,143,54,91.530243,Land!
FDP_Wahlprogramm_2021,2,13,12,3768,2181,3837,0,69,49,94.261856,20
FDP_Wahlprogramm_2021,2,14,1,359,2280,937,0,578,69,92.224976,Unkomplizierter
FDP_Wahlprogramm_2021,2,14,2,817,2276,959,2803,142,77,74.069458,Staat
FDP_Wahlprogramm_2021,2,14,6,3762,2276,3840,0,78,77,95.068665,20
FDP_Wahlprogramm_2021,2,15,1,359,2388,629,40,270,48,96.581757,Innovation
FDP_Wahlprogramm_2021,2,15,2,669,2386,836,0,167,51,88.315979,Nation
FDP_Wahlprogramm_2021,2,17,1,355,2692,589,32,234,53,96.297424,Moderne
FDP_Wahlprogramm_2021,2,17,2,621,2688,918,0,297,77,94.208961,Arbeitswelt
FDP_Wahlprogramm_2021,2,18,1,356,2795,660,3105,304,53,91.598579,Gesundheit
FDP_Wahlprogramm_2021,2,18,8,3765,2791,3837,0,72,77,85.597336,28
FDP_Wahlprogramm_2021,2,20,1,355,3001,1296,0,941,53,96.58654,Modernes
FDP_Wahlprogramm_2021,2,20,2,639,2997,781,19,142,77,96.850395,Recht
FDP_Wahlprogramm_2021,2,20,3,800,2997,878,24,78,77,96.88942,für
FDP_Wahlprogramm_2021,2,20,4,902,2997,1057,31,155,77,96.762276,starke
FDP_Wahlprogramm_2021,2,20,5,1088,2997,1320,0,232,77,89.26963,Familien
FDP_Wahlprogramm_2021,2,21,1,357,3104,989,0,632,69,96.763687,Schutz
FDP_Wahlprogramm_2021,2,21,2,551,3100,636,25,85,77,96.151062,der
FDP_Wahlprogramm_2021,2,21,3,661,3104,989,0,328,69,89.009834,Privatsphäre
FDP_Wahlprogramm_2021,2,22,1,359,3207,835,26,476,68,91.96843,Handlungsfähiger
FDP_Wahlprogramm_2021,2,22,2,861,3207,1151,0,290,53,85.729752,Rechtsstaat
FDP_Wahlprogramm_2021,2,23,1,359,3315,534,36,175,48,92.859024,Presse-
FDP_Wahlprogramm_2021,2,23,2,570,3310,650,25,80,53,95.211723,und
FDP_Wahlprogramm_2021,2,23,3,675,3310,1368,0,693,68,96.13546,Meinungsfreiheit
FDP_Wahlprogramm_2021,2,23,4,1152,3306,1394,2368,242,76,88.724693,schützen
FDP_Wahlprogramm_2021,2,23,9,3762,3306,3839,0,77,76,77.333344,98
FDP_Wahlprogramm_2021,2,24,1,359,3413,1251,0,892,53,96.681129,Demokratie
FDP_Wahlprogramm_2021,2,24,2,688,3409,766,31,78,77,96.677284,und
FDP_Wahlprogramm_2021,2,24,3,797,3413,1251,0,454,53,91.997421,Parlamentarismus
FDP_Wahlprogramm_2021,2,25,1,355,3516,594,32,239,53,92.861313,Tolerante
FDP_Wahlprogramm_2021,2,25,2,626,3516,711,26,85,53,93.255592,und
FDP_Wahlprogramm_2021,2,25,3,737,3512,1010,2754,273,77,92.273666,weltoffene
FDP_Wahlprogramm_2021,2,25,9,3764,3512,3836,0,72,77,74.586349,AO
FDP_Wahlprogramm_2021,2,26,1,359,3619,1433,0,1074,69,96.731384,"Kommunen,"
FDP_Wahlprogramm_2021,2,26,2,688,3615,843,25,155,77,96.618736,Sport
FDP_Wahlprogramm_2021,2,26,3,868,3615,952,31,84,77,96.75486,und
FDP_Wahlprogramm_2021,2,26,4,983,3615,1222,24,239,77,96.189415,Ehrenamt
FDP_Wahlprogramm_2021,2,26,5,1246,3615,1466,2296,220,77,84.840378,stärken
FDP_Wahlprogramm_2021,2,26,9,3762,3622,3833,0,71,49,75.585571,42
FDP_Wahlprogramm_2021,2,27,2,382,3828,472,18,90,50,96.964546,Nie
FDP_Wahlprogramm_2021,2,27,3,490,3845,661,21,171,33,96.51059,waren
FDP_Wahlprogramm_2021,2,27,4,682,3824,763,20,81,54,96.747101,die
FDP_Wahlprogramm_2021,2,27,5,783,3824,1011,22,228,54,96.327309,Chancen
FDP_Wahlprogramm_2021,2,27,6,1033,3823,1228,25,195,70,93.254654,größer:
FDP_Wahlprogramm_2021,2,27,7,1253,3824,1545,20,292,69,92.470528,Bewältigen
FDP_Wahlprogramm_2021,2,27,8,1565,3828,1654,19,89,50,96.985252,wir
FDP_Wahlprogramm_2021,2,27,9,1673,3824,1753,20,80,54,96.872215,die
FDP_Wahlprogramm_2021,2,27,10,1773,3823,1962,24,189,70,93.275581,großen
FDP_Wahlprogramm_2021,2,27,11,1986,3823,2505,24,519,70,92.166061,Herausforderungen
FDP_Wahlprogramm_2021,2,27,12,2529,3845,2727,19,198,33,96.384956,unserer
FDP_Wahlprogramm_2021,2,27,13,2746,3828,2861,0,115,50,92.722389,Zeit!
FDP_Wahlprogramm_2021,2,28,1,359,3928,520,37,161,53,92.02359,Klima-
FDP_Wahlprogramm_2021,2,28,2,557,3928,636,41,79,53,95.566399,und
FDP_Wahlprogramm_2021,2,28,3,677,3924,1020,31,343,76,96.751717,Umweltschutz
FDP_Wahlprogramm_2021,2,28,4,1051,3928,1185,37,134,53,96.375366,durch
FDP_Wahlprogramm_2021,2,28,5,1222,3933,1492,0,270,48,89.549103,Innovation
FDP_Wahlprogramm_2021,2,29,1,355,4027,743,25,388,77,91.532867,Zukunftsfähige
FDP_Wahlprogramm_2021,2,29,2,768,4031,852,36,84,53,96.903946,und
FDP_Wahlprogramm_2021,2,29,3,888,4031,1041,28,153,53,96.476288,starke
FDP_Wahlprogramm_2021,2,29,4,1069,4031,1390,32,321,69,95.998619,Europäische
FDP_Wahlprogramm_2021,2,29,5,1422,4036,1567,0,145,48,88.162827,Union
FDP_Wahlprogramm_2021,2,30,1,359,4134,493,39,134,53,96.612572,Klare
FDP_Wahlprogramm_2021,2,30,2,532,4134,692,0,160,68,89.358551,Regeln
FDP_Wahlprogramm_2021,2,31,1,356,4233,641,25,285,77,93.245216,Grundsätze
FDP_Wahlprogramm_2021,2,31,2,666,4237,899,36,233,53,92.886742,liberaler
FDP_Wahlprogramm_2021,2,31,3,935,4233,1251,2508,316,77,82.950523,Außenpolitik
FDP_Wahlprogramm_2021,2,31,10,3759,4233,3824,0,65,77,73.959793,9]
FDP_Wahlprogramm_2021,2,32,1,359,4340,550,42,191,53,96.570801,Freiheit
FDP_Wahlprogramm_2021,2,32,2,592,4340,667,24,75,53,96.825211,und
FDP_Wahlprogramm_2021,2,32,3,691,4340,1368,0,677,54,95.837486,Menschenrechte
FDP_Wahlprogramm_2021,2,33,1,359,4448,436,28,77,48,96.454147,Für
FDP_Wahlprogramm_2021,2,33,2,464,4451,567,27,103,45,93.2967,eine
FDP_Wahlprogramm_2021,2,33,3,594,4439,1096,41,502,77,87.67807,Entwicklungspolitik
FDP_Wahlprogramm_2021,2,33,4,1137,4443,1204,42,67,53,96.833176,der
FDP_Wahlprogramm_2021,2,33,5,1246,4443,1462,0,216,53,90.608444,Chancen
FDP_Wahlprogramm_2021,2,34,1,359,4546,735,32,376,68,96.082764,Einwanderung
FDP_Wahlprogramm_2021,2,34,2,767,4546,849,39,82,53,96.571922,und
FDP_Wahlprogramm_2021,2,34,3,888,4546,1037,2725,149,53,89.927444,Flucht
FDP_Wahlprogramm_2021,2,34,9,3762,4542,3839,0,77,76,83.627914,97
FDP_Wahlprogramm_2021,2,35,1,359,4654,436,28,77,48,96.06633,Für
FDP_Wahlprogramm_2021,2,35,2,464,4657,533,33,69,45,96.06633,ein
FDP_Wahlprogramm_2021,2,35,3,566,4645,939,32,373,77,93.245186,ganzheitliches
FDP_Wahlprogramm_2021,2,35,4,971,4645,1338,2430,367,77,76.850517,Energiesystem
FDP_Wahlprogramm_2021,2,35,10,3768,4645,3840,0,72,77,85.432076,99
FDP_Wahlprogramm_2021,2,36,1,359,4752,495,26,136,53,92.440613,Land-
FDP_Wahlprogramm_2021,2,36,2,521,4752,599,41,78,53,96.99749,und
FDP_Wahlprogramm_2021,2,36,3,640,4752,1787,0,1147,68,96.210014,"Forstwirtschaft,"
FDP_Wahlprogramm_2021,2,36,4,1073,4748,1260,25,187,77,96.356674,"Angeln,"
FDP_Wahlprogramm_2021,2,36,5,1285,4748,1536,2226,251,77,96.418442,Fischerei
FDP_Wahlprogramm_2021,2,36,11,3762,4748,3840,0,78,77,72.176697,60
FDP_Wahlprogramm_2021,2,37,1,355,4855,577,3187,222,54,92.615356,Wohnen
FDP_Wahlprogramm_2021,2,37,10,3764,4851,3836,0,72,77,94.120354,02
FDP_Wahlprogramm_2021,2,38,1,359,4958,589,32,230,53,90.561768,Liberales
FDP_Wahlprogramm_2021,2,38,2,621,4954,925,2843,304,76,86.434738,Bürgergeld
FDP_Wahlprogramm_2021,2,38,7,3768,4954,3839,0,71,76,72.201454,O4
FDP_Wahlprogramm_2021,2,39,2,630,5066,755,3013,125,48,86.058456,Rente
FDP_Wahlprogramm_2021,2,39,5,3768,5057,3833,0,65,77,81.113327,09
FDP_Wahlprogramm_2021,2,40,1,359,5164,1164,0,805,53,96.171638,Fairness
FDP_Wahlprogramm_2021,2,40,2,592,5160,670,18,78,77,95.439606,für
FDP_Wahlprogramm_2021,2,40,3,688,5160,792,31,104,77,95.439606,alle
FDP_Wahlprogramm_2021,2,40,4,823,5164,1164,2604,341,53,82.380302,Generationen
FDP_Wahlprogramm_2021,2,40,9,3768,5160,3840,0,72,77,89.327347,07
FDP_Wahlprogramm_2021,3,1,1,300,1149,397,27,97,48,96.271721,Das
FDP_Wahlprogramm_2021,3,1,2,424,1144,503,22,79,53,96.95929,hat
FDP_Wahlprogramm_2021,3,1,3,525,1144,607,26,82,53,93.2752,die
FDP_Wahlprogramm_2021,3,1,4,633,1144,895,23,262,53,92.223419,Pandemie
FDP_Wahlprogramm_2021,3,1,5,918,1152,1132,28,214,60,92.695908,gezeigt.
FDP_Wahlprogramm_2021,3,1,6,1160,1148,1374,25,214,65,92.695908,Gespürt
FDP_Wahlprogramm_2021,3,1,7,1399,1144,1562,24,163,53,96.724091,haben
FDP_Wahlprogramm_2021,3,1,8,1586,1152,1671,21,85,45,96.334412,wir
FDP_Wahlprogramm_2021,3,1,9,1692,1166,1746,25,54,31,96.807762,es
FDP_Wahlprogramm_2021,3,1,10,1771,1144,1921,0,150,53,96.795784,schon
FDP_Wahlprogramm_2021,3,2,1,295,1228,477,31,182,53,96.742508,vorher.
FDP_Wahlprogramm_2021,3,2,2,508,1233,641,26,133,48,96.630684,Denn
FDP_Wahlprogramm_2021,3,2,3,667,1228,749,22,82,53,96.639229,die
FDP_Wahlprogramm_2021,3,2,4,771,1228,894,20,123,54,96.606689,Welt
FDP_Wahlprogramm_2021,3,2,5,914,1228,1174,22,260,53,96.504341,verändert
FDP_Wahlprogramm_2021,3,2,6,1196,1228,1294,29,98,53,96.848076,sich
FDP_Wahlprogramm_2021,3,2,7,1323,1240,1498,31,175,41,96.7631,rasant.
FDP_Wahlprogramm_2021,3,2,8,1529,1233,1716,24,187,48,93.292816,Daraus
FDP_Wahlprogramm_2021,3,2,9,1740,1228,1955,0,215,53,92.701828,erwach-
FDP_Wahlprogramm_2021,3,3,1,298,1333,382,25,84,31,96.791855,sen
FDP_Wahlprogramm_2021,3,3,2,407,1311,646,27,239,53,96.60556,Chancen
FDP_Wahlprogramm_2021,3,3,3,673,1311,767,29,94,53,96.886787,und
FDP_Wahlprogramm_2021,3,3,4,796,1311,992,27,196,53,96.354362,Risiken.
FDP_Wahlprogramm_2021,3,3,5,1019,1314,1176,24,157,51,96.354362,Wenn
FDP_Wahlprogramm_2021,3,3,6,1200,1319,1285,25,85,45,96.777885,wir
FDP_Wahlprogramm_2021,3,3,7,1310,1311,1456,24,146,53,96.350639,nichts
FDP_Wahlprogramm_2021,3,3,8,1480,1311,1686,26,206,63,96.873466,"ändern,"
FDP_Wahlprogramm_2021,3,3,9,1712,1323,1882,288,170,56,96.357643,tragen
FDP_Wahlprogramm_2021,3,3,10,2170,1316,2254,26,84,48,96.670181,Die
FDP_Wahlprogramm_2021,3,3,11,2280,1311,2403,20,123,53,96.670181,Kraft
FDP_Wahlprogramm_2021,3,3,12,2423,1333,2506,24,83,31,96.823761,zur
FDP_Wahlprogramm_2021,3,3,13,2530,1311,2871,26,341,53,96.047638,umfassenden
FDP_Wahlprogramm_2021,3,3,14,2897,1311,3317,29,420,68,96.047638,Modernisierung
FDP_Wahlprogramm_2021,3,3,15,3346,1311,3693,0,347,53,96.607689,Deutschlands
FDP_Wahlprogramm_2021,3,4,1,296,1402,380,22,84,45,96.944977,wir
FDP_Wahlprogramm_2021,3,4,2,402,1394,484,26,82,53,96.405922,die
FDP_Wahlprogramm_2021,3,4,3,510,1394,707,29,197,63,96.630119,"Risiken,"
FDP_Wahlprogramm_2021,3,4,4,736,1394,830,26,94,53,96.645325,und
FDP_Wahlprogramm_2021,3,4,5,856,1394,938,23,82,53,96.898155,die
FDP_Wahlprogramm_2021,3,4,6,961,1394,1199,26,238,53,96.449287,Chancen
FDP_Wahlprogramm_2021,3,4,7,1225,1394,1463,26,238,68,96.35881,ergreifen
FDP_Wahlprogramm_2021,3,4,8,1489,1394,1692,27,203,53,96.618881,andere.
FDP_Wahlprogramm_2021,3,4,9,1719,1394,1963,205,244,53,96.644737,Trotzdem
FDP_Wahlprogramm_2021,3,4,10,2168,1394,2311,25,143,53,96.847351,steckt
FDP_Wahlprogramm_2021,3,4,11,2336,1402,2375,28,39,44,96.857422,in
FDP_Wahlprogramm_2021,3,4,12,2403,1416,2502,29,99,31,96.857422,uns.
FDP_Wahlprogramm_2021,3,4,13,2531,1398,2609,25,78,49,96.902092,Sie
FDP_Wahlprogramm_2021,3,4,14,2634,1394,2777,24,143,53,96.772202,steckt
FDP_Wahlprogramm_2021,3,4,15,2801,1402,2841,26,40,44,96.874336,in
FDP_Wahlprogramm_2021,3,4,16,2867,1394,2962,25,95,53,96.874336,den
FDP_Wahlprogramm_2021,3,4,17,2987,1394,3273,29,286,53,96.557991,Menschen.
FDP_Wahlprogramm_2021,3,4,18,3302,1398,3380,25,78,49,96.332947,Sie
FDP_Wahlprogramm_2021,3,4,19,3405,1394,3548,25,143,53,96.548431,steckt
FDP_Wahlprogramm_2021,3,4,20,3573,1402,3612,26,39,44,96.548431,in
FDP_Wahlprogramm_2021,3,4,21,3638,1394,3733,0,95,53,96.570389,den
FDP_Wahlprogramm_2021,3,5,1,296,1478,464,26,168,53,96.582596,wurde
FDP_Wahlprogramm_2021,3,5,2,490,1486,530,29,40,44,96.582596,in
FDP_Wahlprogramm_2021,3,5,3,559,1478,882,25,323,53,96.205215,Deutschland
FDP_Wahlprogramm_2021,3,5,4,907,1501,966,29,59,30,96.205215,zu
FDP_Wahlprogramm_2021,3,5,5,995,1478,1142,23,147,68,95.77684,lange
FDP_Wahlprogramm_2021,3,5,6,1165,1478,1259,24,94,53,93.039536,das
FDP_Wahlprogramm_2021,3,5,7,1283,1478,1576,26,293,68,91.690269,trügerische
FDP_Wahlprogramm_2021,3,5,8,1602,1478,1696,24,94,53,93.27314,Bild
FDP_Wahlprogramm_2021,3,5,9,1720,1486,1896,274,176,45,92.927269,vermit-
FDP_Wahlprogramm_2021,3,5,10,2170,1478,2353,26,183,53,96.631699,Kräften
FDP_Wahlprogramm_2021,3,5,11,2379,1478,2465,23,86,53,96.807419,der
FDP_Wahlprogramm_2021,3,5,12,2488,1478,2633,25,145,53,96.434334,freien
FDP_Wahlprogramm_2021,3,5,13,2658,1478,3012,23,354,54,96.693787,Wissenschaft
FDP_Wahlprogramm_2021,3,5,14,3035,1478,3128,25,93,53,96.88826,und
FDP_Wahlprogramm_2021,3,5,15,3153,1478,3240,23,87,53,96.408607,der
FDP_Wahlprogramm_2021,3,5,16,3263,1478,3489,26,226,53,92.790474,Sozialen
FDP_Wahlprogramm_2021,3,5,17,3515,1478,3684,0,169,53,92.790474,Markt-
FDP_Wahlprogramm_2021,3,6,1,297,1561,386,27,89,63,92.704811,"telt,"
FDP_Wahlprogramm_2021,3,6,2,413,1561,532,24,119,53,97.006897,dass
FDP_Wahlprogramm_2021,3,6,3,556,1561,675,26,119,53,96.864532,alles
FDP_Wahlprogramm_2021,3,6,4,701,1561,894,29,193,53,94.236565,bleiben
FDP_Wahlprogramm_2021,3,6,5,923,1561,1097,26,174,63,95.966843,"könne,"
FDP_Wahlprogramm_2021,3,6,6,1123,1569,1217,23,94,45,96.479843,wie
FDP_Wahlprogramm_2021,3,6,7,1240,1583,1294,27,54,31,96.570259,es
FDP_Wahlprogramm_2021,3,6,8,1321,1569,1386,27,65,45,96.460205,ist.
FDP_Wahlprogramm_2021,3,6,9,1413,1561,1546,26,133,54,96.816284,Viele
FDP_Wahlprogramm_2021,3,6,10,1572,1561,1735,25,163,53,96.554779,haben
FDP_Wahlprogramm_2021,3,6,11,1760,1561,1872,294,112,53,96.870506,dem
FDP_Wahlprogramm_2021,3,6,12,2166,1561,2435,30,269,54,96.072884,wirtschaft.
FDP_Wahlprogramm_2021,3,6,13,2465,1566,2549,25,84,48,96.620308,Die
FDP_Wahlprogramm_2021,3,6,14,2574,1561,2782,27,208,53,96.424667,schnelle
FDP_Wahlprogramm_2021,3,6,15,2809,1561,3118,25,309,68,96.839264,Entwicklung
FDP_Wahlprogramm_2021,3,6,16,3143,1583,3235,29,92,31,93.260612,von
FDP_Wahlprogramm_2021,3,6,17,3264,1561,3545,26,281,69,92.42263,Impfstoffen
FDP_Wahlprogramm_2021,3,6,18,3571,1583,3735,0,164,46,96.908562,gegen
FDP_Wahlprogramm_2021,3,7,1,296,1644,624,23,328,69,96.375786,Versprechen
FDP_Wahlprogramm_2021,3,7,2,647,1656,866,27,219,51,96.587608,"vertraut,"
FDP_Wahlprogramm_2021,3,7,3,893,1644,1012,27,119,53,96.772743,dass
FDP_Wahlprogramm_2021,3,7,4,1039,1644,1361,26,322,53,96.668213,Deutschland
FDP_Wahlprogramm_2021,3,7,5,1387,1644,1481,27,94,53,96.503357,das
FDP_Wahlprogramm_2021,3,7,6,1508,1644,1628,29,120,53,96.489349,Land
FDP_Wahlprogramm_2021,3,7,7,1657,1644,1850,317,193,53,96.657524,bleiben
FDP_Wahlprogramm_2021,3,7,8,2167,1644,2413,24,246,53,91.867813,Covid-19
FDP_Wahlprogramm_2021,3,7,9,2437,1644,2582,26,145,53,96.601265,durch
FDP_Wahlprogramm_2021,3,7,10,2608,1644,2840,26,232,53,93.29039,deutsche
