file,page_num,line_num,word_num,left,top,right,delta,width,height,conf,text
AFD_Wahlprogramm_2021,0,1,1,338,1717,1431,55,1093,188,96.505013,Deutschland.
AFD_Wahlprogramm_2021,0,1,2,1486,1721,1884,87,398,138,94.446686,Aber
AFD_Wahlprogramm_2021,0,1,3,1971,1669,2594,0,623,355,94.446686,normal.
AFD_Wahlprogramm_2021,0,1,4,1936,1721,2597,0,661,138,95.646454,normal.
AFD_Wahlprogramm_2021,0,2,1,333,2144,703,22,370,71,95.806519,Programm
AFD_Wahlprogramm_2021,0,2,2,725,2138,839,17,114,60,95.940918,der
AFD_Wahlprogramm_2021,0,2,3,856,2138,1239,24,383,60,96.735794,Alternative
AFD_Wahlprogramm_2021,0,2,4,1263,2138,1363,22,100,60,96.842049,für
AFD_Wahlprogramm_2021,0,2,5,1385,2138,1822,0,437,60,95.863007,Deutschland
AFD_Wahlprogramm_2021,0,3,1,332,2230,432,22,100,60,96.886177,für
AFD_Wahlprogramm_2021,0,3,2,454,2230,554,20,100,60,96.414742,die
AFD_Wahlprogramm_2021,0,3,3,574,2230,753,21,179,60,96.661804,Wahl
AFD_Wahlprogramm_2021,0,3,4,774,2248,925,22,151,42,96.009636,zum
AFD_Wahlprogramm_2021,0,3,5,947,2235,1039,24,92,55,95.882309,20.
AFD_Wahlprogramm_2021,0,3,6,1063,2230,1436,22,373,60,95.614677,Deutschen
AFD_Wahlprogramm_2021,0,3,7,1458,2230,1825,0,367,77,95.614677,Bundestag
AFD_Wahlprogramm_2021,1,1,1,553,348,585,263,32,45,96.227913,2
AFD_Wahlprogramm_2021,1,1,2,848,343,1409,0,561,51,91.264175,Inhaltsverzeichnis
AFD_Wahlprogramm_2021,1,1,1,553,662,945,13,392,56,95.618385,Demokratie
AFD_Wahlprogramm_2021,1,1,2,958,663,1089,15,131,55,96.022163,und
AFD_Wahlprogramm_2021,1,1,3,1104,663,1499,1107,395,55,96.022163,Rechtsstaat
AFD_Wahlprogramm_2021,1,1,4,2606,667,2675,0,69,50,96.892601,12
AFD_Wahlprogramm_2021,1,2,1,613,801,702,15,89,40,96.438339,Das
AFD_Wahlprogramm_2021,1,2,2,717,797,829,14,112,44,96.537918,Volk
AFD_Wahlprogramm_2021,1,2,3,843,799,901,16,58,42,96.476204,ist
AFD_Wahlprogramm_2021,1,2,4,917,797,1000,16,83,44,92.739517,der
AFD_Wahlprogramm_2021,1,2,5,1016,799,1254,1372,238,42,92.265022,Souverän
AFD_Wahlprogramm_2021,1,2,6,2626,801,2674,0,48,39,96.407776,12
AFD_Wahlprogramm_2021,1,3,1,610,880,1139,15,529,56,92.02401,Volksabstimmungen
AFD_Wahlprogramm_2021,1,3,2,1154,880,1277,17,123,44,96.7491,nach
AFD_Wahlprogramm_2021,1,3,3,1294,880,1549,16,255,44,96.122391,Schweizer
AFD_Wahlprogramm_2021,1,3,4,1565,880,1735,889,170,44,96.122391,Modell
AFD_Wahlprogramm_2021,1,3,5,2624,884,2672,0,48,40,96.87413,13
AFD_Wahlprogramm_2021,1,4,1,613,966,692,19,79,42,92.82373,Die
AFD_Wahlprogramm_2021,1,4,2,711,964,1126,16,415,56,89.936234,Gewaltenteilung
AFD_Wahlprogramm_2021,1,4,3,1142,964,1499,1128,357,56,96.82431,gewährleisten
AFD_Wahlprogramm_2021,1,4,4,2627,968,2674,0,47,40,96.921768,15
AFD_Wahlprogramm_2021,1,5,1,613,1047,1023,16,410,56,90.7314,Entpolitisierung
AFD_Wahlprogramm_2021,1,5,2,1039,1047,1122,12,83,44,96.803581,der
AFD_Wahlprogramm_2021,1,5,3,1134,1049,1272,1355,138,49,96.850143,Justiz
AFD_Wahlprogramm_2021,1,5,4,2627,1051,2674,0,47,40,96.953896,15
AFD_Wahlprogramm_2021,1,6,1,610,1130,1089,16,479,56,91.934441,Verfassungsschutz
AFD_Wahlprogramm_2021,1,6,2,1105,1130,1414,1209,309,44,91.135239,reformieren
AFD_Wahlprogramm_2021,1,6,3,2623,1134,2674,0,51,40,96.930336,16
AFD_Wahlprogramm_2021,1,7,1,611,1218,860,13,249,52,96.478104,Trennung
AFD_Wahlprogramm_2021,1,7,2,873,1227,967,12,94,31,96.197983,von
AFD_Wahlprogramm_2021,1,7,3,979,1218,1088,14,109,40,96.102028,Amt
AFD_Wahlprogramm_2021,1,7,4,1102,1214,1201,16,99,44,96.222153,und
AFD_Wahlprogramm_2021,1,7,5,1217,1214,1408,14,191,44,95.705902,Mandat
AFD_Wahlprogramm_2021,1,7,6,1422,1214,1521,16,99,44,95.705902,und
AFD_Wahlprogramm_2021,1,7,7,1537,1214,1708,11,171,56,96.335541,Kampf
AFD_Wahlprogramm_2021,1,7,8,1719,1214,1802,13,83,44,93.153061,der
AFD_Wahlprogramm_2021,1,7,9,1815,1210,2235,388,420,60,91.335281,Ämterpatronage
AFD_Wahlprogramm_2021,1,7,10,2623,1218,2674,0,51,40,96.930336,16
AFD_Wahlprogramm_2021,1,8,1,613,1297,768,16,155,44,96.629936,Macht
AFD_Wahlprogramm_2021,1,8,2,784,1297,867,15,83,44,96.637077,der
AFD_Wahlprogramm_2021,1,8,3,882,1299,1093,14,211,42,96.274216,Parteien
AFD_Wahlprogramm_2021,1,8,4,1107,1297,1435,1188,328,44,96.818626,beschränken
AFD_Wahlprogramm_2021,1,8,5,2623,1301,2674,0,51,40,96.930336,16
AFD_Wahlprogramm_2021,1,9,1,613,1382,735,18,122,42,92.481445,Freie
AFD_Wahlprogramm_2021,1,9,2,753,1380,1025,14,272,44,91.929871,Listenwahl
AFD_Wahlprogramm_2021,1,9,3,1039,1380,1138,15,99,44,96.463608,und
AFD_Wahlprogramm_2021,1,9,4,1153,1380,1293,18,140,44,96.44706,freies
AFD_Wahlprogramm_2021,1,9,5,1311,1380,1501,1129,190,44,96.834679,Mandat
AFD_Wahlprogramm_2021,1,9,6,2630,1384,2676,0,46,39,90.293808,17
AFD_Wahlprogramm_2021,1,10,1,610,1464,975,16,365,56,96.465683,Verkleinerung
AFD_Wahlprogramm_2021,1,10,2,991,1464,1074,15,83,44,95.785385,der
AFD_Wahlprogramm_2021,1,10,3,1089,1464,1378,1244,289,44,96.438087,Parlamente
AFD_Wahlprogramm_2021,1,10,4,2622,1468,2672,0,50,40,96.768593,18
AFD_Wahlprogramm_2021,1,11,1,613,1547,1106,17,493,56,91.082626,Berufspolitikertum:
AFD_Wahlprogramm_2021,1,11,2,1123,1547,1362,18,239,44,91.869812,Mandats-
AFD_Wahlprogramm_2021,1,11,3,1380,1547,1478,14,98,44,96.792419,und
AFD_Wahlprogramm_2021,1,11,4,1492,1549,1783,13,291,42,95.793068,Amtszeiten
AFD_Wahlprogramm_2021,1,11,5,1796,1547,2065,557,269,56,96.65818,begrenzen
AFD_Wahlprogramm_2021,1,11,6,2622,1551,2672,0,50,40,96.612526,18
AFD_Wahlprogramm_2021,1,12,1,613,1630,914,19,301,56,92.380096,Lobbyismus
AFD_Wahlprogramm_2021,1,12,2,933,1630,1243,1380,310,44,92.152504,eindämmen
AFD_Wahlprogramm_2021,1,12,3,2623,1634,2673,0,50,40,96.95787,19
AFD_Wahlprogramm_2021,1,1,1,553,1882,816,13,263,56,96.365082,Freiheit
AFD_Wahlprogramm_2021,1,1,2,829,1883,960,12,131,55,95.352829,und
AFD_Wahlprogramm_2021,1,1,3,972,1888,1490,1109,518,66,95.352829,Verantwortung
AFD_Wahlprogramm_2021,1,1,4,2599,1887,2675,0,76,50,96.989723,22
AFD_Wahlprogramm_2021,1,2,1,613,2017,1208,18,595,56,91.545494,Bürgerlich-freiheitliche
AFD_Wahlprogramm_2021,1,2,2,1226,2017,1615,1004,389,56,96.272278,Rechtsordnung
AFD_Wahlprogramm_2021,1,2,3,2619,2021,2674,0,55,39,96.832497,22
AFD_Wahlprogramm_2021,1,3,1,613,2102,829,17,216,54,96.44928,Leistung
AFD_Wahlprogramm_2021,1,3,2,846,2107,955,17,109,37,96.73922,statt
AFD_Wahlprogramm_2021,1,3,3,972,2104,1121,20,149,48,93.192711,Quote
AFD_Wahlprogramm_2021,1,3,4,1141,2125,1157,19,16,3,92.6427,-
AFD_Wahlprogramm_2021,1,3,5,1176,2100,1370,16,194,44,96.282799,Freiheit
AFD_Wahlprogramm_2021,1,3,6,1386,2107,1495,16,109,37,96.441757,statt
AFD_Wahlprogramm_2021,1,3,7,1511,2100,1929,688,418,56,96.233894,Diskriminierung
AFD_Wahlprogramm_2021,1,3,8,2617,2104,2676,0,59,39,96.686302,24
AFD_Wahlprogramm_2021,1,4,1,614,2184,780,17,166,44,96.162033,Schutz
AFD_Wahlprogramm_2021,1,4,2,797,2184,880,14,83,44,96.876724,der
AFD_Wahlprogramm_2021,1,4,3,894,2184,1229,15,335,56,96.702805,persönlichen
AFD_Wahlprogramm_2021,1,4,4,1244,2184,1438,13,194,44,96.590996,Freiheit
AFD_Wahlprogramm_2021,1,4,5,1451,2197,1534,15,83,31,96.863289,vor
AFD_Wahlprogramm_2021,1,4,6,1549,2184,1768,27,219,56,96.838989,digitalen
AFD_Wahlprogramm_2021,1,4,7,1795,2180,2088,529,293,60,95.270203,Übergriffen
AFD_Wahlprogramm_2021,1,4,8,2617,2188,2676,0,59,39,96.862984,24
AFD_Wahlprogramm_2021,1,5,1,613,2267,964,16,351,56,92.201469,Hinweisgeber
AFD_Wahlprogramm_2021,1,5,2,980,2263,1376,19,396,53,91.526527,(Whistleblower)
AFD_Wahlprogramm_2021,1,5,3,1395,2267,1623,997,228,44,96.694168,schützen
AFD_Wahlprogramm_2021,1,5,4,2620,2271,2674,0,54,40,96.399162,25
AFD_Wahlprogramm_2021,1,1,1,553,2525,643,13,90,50,96.318108,EU
AFD_Wahlprogramm_2021,1,1,2,656,2520,787,14,131,55,95.250923,und
AFD_Wahlprogramm_2021,1,1,3,801,2525,1039,1558,238,65,95.250923,Europa
AFD_Wahlprogramm_2021,1,1,4,2597,2524,2675,0,78,51,96.720291,28
AFD_Wahlprogramm_2021,1,2,1,613,2656,694,16,81,41,95.547844,Ein
AFD_Wahlprogramm_2021,1,2,2,710,2658,891,15,181,52,96.760223,Europa
AFD_Wahlprogramm_2021,1,2,3,906,2654,989,13,83,44,93.171661,der
AFD_Wahlprogramm_2021,1,2,4,1002,2654,1301,1315,299,44,91.650543,Vaterländer
AFD_Wahlprogramm_2021,1,2,5,2616,2658,2672,0,56,40,96.634544,28
AFD_Wahlprogramm_2021,1,3,1,613,2737,999,16,386,56,86.417892,Zurückführung
AFD_Wahlprogramm_2021,1,3,2,1015,2737,1098,15,83,44,95.80838,der
AFD_Wahlprogramm_2021,1,3,3,1113,2737,1463,15,350,56,96.442978,Europäischen
AFD_Wahlprogramm_2021,1,3,4,1478,2739,1634,15,156,42,96.135109,Union
AFD_Wahlprogramm_2021,1,3,5,1649,2739,1697,15,48,41,94.854675,in
AFD_Wahlprogramm_2021,1,3,6,1712,2739,1855,16,143,42,93.221436,einen
AFD_Wahlprogramm_2021,1,3,7,1871,2737,2194,0,323,44,90.763504,Staatenbund
AFD_Wahlprogramm_2021,1,4,1,613,2822,899,17,286,42,92.319557,souveräner
AFD_Wahlprogramm_2021,1,4,2,916,2824,1106,1511,190,40,96.782112,Staaten
AFD_Wahlprogramm_2021,1,4,3,2617,2824,2673,0,56,40,96.824593,29
AFD_Wahlprogramm_2021,1,1,1,554,3077,819,12,265,51,96.288223,Steuern
AFD_Wahlprogramm_2021,1,1,2,831,3073,962,14,131,55,96.067703,und
AFD_Wahlprogramm_2021,1,1,3,976,3072,1284,1310,308,56,96.067703,Finanzen
AFD_Wahlprogramm_2021,1,1,4,2594,3077,2677,0,83,51,96.828232,34
AFD_Wahlprogramm_2021,1,2,1,613,3209,754,18,141,42,93.239388,Keine
AFD_Wahlprogramm_2021,1,2,2,772,3211,1074,1542,302,40,92.307144,EU-Steuern
AFD_Wahlprogramm_2021,1,2,3,2616,3211,2676,0,60,40,95.999969,34
AFD_Wahlprogramm_2021,1,3,1,613,3292,697,16,84,42,96.686745,Für
AFD_Wahlprogramm_2021,1,3,2,713,3292,790,17,77,42,92.857353,ein
AFD_Wahlprogramm_2021,1,3,3,807,3294,1151,15,344,52,89.02697,Steuersystem
AFD_Wahlprogramm_2021,1,3,4,1166,3292,1250,13,84,42,96.862816,mit
AFD_Wahlprogramm_2021,1,3,5,1263,3292,1481,17,218,54,93.297928,wenigen
AFD_Wahlprogramm_2021,1,3,6,1498,3294,1797,14,299,40,92.674461,Steuerarten
AFD_Wahlprogramm_2021,1,3,7,1811,3290,1910,13,99,44,96.897041,und
AFD_Wahlprogramm_2021,1,3,8,1923,3290,2292,17,369,44,96.115921,verständlicher
AFD_Wahlprogramm_2021,1,3,9,2309,3290,2588,28,279,56,95.329124,Systematik
AFD_Wahlprogramm_2021,1,3,10,2616,3294,2676,0,60,40,95.329124,34
AFD_Wahlprogramm_2021,1,4,1,610,3373,932,16,322,56,95.90287,Abschaffung
AFD_Wahlprogramm_2021,1,4,2,948,3373,1031,17,83,44,92.789642,der
AFD_Wahlprogramm_2021,1,4,3,1048,3373,1474,1145,426,44,90.641258,Substanzsteuern
AFD_Wahlprogramm_2021,1,4,4,2619,3377,2674,0,55,40,96.92778,35
AFD_Wahlprogramm_2021,1,5,1,610,3459,703,12,93,41,96.616928,Wir
AFD_Wahlprogramm_2021,1,5,2,715,3457,884,16,169,44,96.46788,wollen
AFD_Wahlprogramm_2021,1,5,3,900,3459,977,16,77,42,96.273941,ein
AFD_Wahlprogramm_2021,1,5,4,993,3457,1115,14,122,44,96.477615,Land
AFD_Wahlprogramm_2021,1,5,5,1129,3470,1222,13,93,31,92.414261,von
AFD_Wahlprogramm_2021,1,5,6,1235,3457,1849,13,614,56,90.822784,Wohnungseigentümern
AFD_Wahlprogramm_2021,1,5,7,1862,3457,2053,568,191,44,96.41555,werden
AFD_Wahlprogramm_2021,1,5,8,2621,3461,2676,0,55,40,97.006912,37
AFD_Wahlprogramm_2021,1,6,1,613,3540,906,19,293,44,93.299789,Elementare
AFD_Wahlprogramm_2021,1,6,2,925,3540,1421,16,496,56,91.822105,Steuergerechtigkeit
AFD_Wahlprogramm_2021,1,6,3,1437,3547,1546,16,109,37,93.140968,statt
AFD_Wahlprogramm_2021,1,6,4,1562,3540,2076,0,514,56,92.272423,Nominalwertprinzip
AFD_Wahlprogramm_2021,1,7,1,611,3623,710,15,99,44,93.295578,und
AFD_Wahlprogramm_2021,1,7,2,725,3623,1259,13,534,56,92.251915,Ungleichbehandlung
AFD_Wahlprogramm_2021,1,7,3,1272,3636,1366,16,94,31,93.289711,von
AFD_Wahlprogramm_2021,1,7,4,1382,3623,1752,869,370,56,92.111885,Steuerbürgern
AFD_Wahlprogramm_2021,1,7,5,2621,3627,2676,0,55,40,97.010101,37
AFD_Wahlprogramm_2021,1,8,1,613,3711,936,16,323,52,96.533859,Besteuerung
AFD_Wahlprogramm_2021,1,8,2,952,3720,1013,16,61,31,93.262978,an
AFD_Wahlprogramm_2021,1,8,3,1029,3707,1398,16,369,56,92.441154,Digitalzeitalter
AFD_Wahlprogramm_2021,1,8,4,1414,3720,1665,18,251,43,96.374489,anpassen:
AFD_Wahlprogramm_2021,1,8,5,1683,3707,1973,16,290,56,96.516869,Einführung
AFD_Wahlprogramm_2021,1,8,6,1989,3709,2121,15,132,42,92.655479,einer
AFD_Wahlprogramm_2021,1,8,7,2136,3707,2460,156,324,56,92.655479,Digitalsteuer
AFD_Wahlprogramm_2021,1,8,8,2616,3711,2673,0,57,40,96.813995,39
AFD_Wahlprogramm_2021,2,1,1,1685,343,2246,109,561,51,92.493965,Inhaltsverzeichnis
AFD_Wahlprogramm_2021,2,1,2,2355,348,2388,0,33,46,95.289375,3
AFD_Wahlprogramm_2021,2,2,1,295,649,674,16,379,56,96.720718,Wirtschaft:
AFD_Wahlprogramm_2021,2,2,2,690,649,804,13,114,56,96.674843,Für
AFD_Wahlprogramm_2021,2,2,3,817,649,1005,14,188,56,96.515488,einen
AFD_Wahlprogramm_2021,2,2,4,1019,649,1196,15,177,68,96.010551,„Blue
AFD_Wahlprogramm_2021,2,2,5,1211,648,1386,952,175,57,95.589859,Deal”
AFD_Wahlprogramm_2021,2,2,6,2338,654,2419,0,81,50,96.294724,42
AFD_Wahlprogramm_2021,2,3,1,354,784,669,18,315,44,91.525482,Wirtschafts-
AFD_Wahlprogramm_2021,2,3,2,687,784,786,16,99,44,92.67894,und
AFD_Wahlprogramm_2021,2,3,3,802,784,1267,13,465,56,92.504135,Innovationspolitik
AFD_Wahlprogramm_2021,2,3,4,1280,784,1354,15,74,44,96.93148,für
AFD_Wahlprogramm_2021,2,3,5,1369,784,1687,673,318,44,96.056908,Deutschland
AFD_Wahlprogramm_2021,2,3,6,2360,788,2418,0,58,39,96.348656,42
AFD_Wahlprogramm_2021,2,4,1,357,871,458,15,101,40,96.587723,Den
AFD_Wahlprogramm_2021,2,4,2,473,867,760,17,287,44,96.548988,Mittelstand
AFD_Wahlprogramm_2021,2,4,3,777,867,1011,1348,234,44,96.62883,entlasten
AFD_Wahlprogramm_2021,2,4,4,2359,871,2416,0,57,40,96.342186,43
AFD_Wahlprogramm_2021,2,5,1,357,951,570,15,213,44,92.079353,Politisch
AFD_Wahlprogramm_2021,2,5,2,585,951,841,18,256,44,91.233337,induzierte
AFD_Wahlprogramm_2021,2,5,3,859,951,1175,16,316,56,96.269119,Belastungen
AFD_Wahlprogramm_2021,2,5,4,1191,958,1444,915,253,37,96.250206,aussetzen
AFD_Wahlprogramm_2021,2,5,5,2359,955,2416,0,57,40,92.511688,43
AFD_Wahlprogramm_2021,2,6,1,355,1034,981,15,626,56,92.191673,Technologieführerschaft
AFD_Wahlprogramm_2021,2,6,2,996,1036,1081,16,85,42,96.671082,mit
AFD_Wahlprogramm_2021,2,6,3,1097,1034,1223,18,126,50,96.628258,„Blue
AFD_Wahlprogramm_2021,2,6,4,1241,1034,1367,992,126,44,92.026581,Deal”
AFD_Wahlprogramm_2021,2,6,5,2359,1038,2416,0,57,40,85.619041,43
AFD_Wahlprogramm_2021,2,7,1,358,1117,531,18,173,44,96.780525,Soziale
AFD_Wahlprogramm_2021,2,7,2,549,1117,952,16,403,44,96.19722,Marktwirtschaft
AFD_Wahlprogramm_2021,2,7,3,968,1124,1077,16,109,37,92.891701,statt
AFD_Wahlprogramm_2021,2,7,4,1093,1117,1453,908,360,44,92.293045,sozialistischer
AFD_Wahlprogramm_2021,2,7,6,2361,1121,2418,0,57,40,95.852448,45
AFD_Wahlprogramm_2021,2,8,1,297,1375,415,14,118,50,96.797562,Der
AFD_Wahlprogramm_2021,2,8,2,429,1375,584,14,155,50,96.388054,Euro
AFD_Wahlprogramm_2021,2,8,3,598,1369,683,12,85,56,96.633194,ist
AFD_Wahlprogramm_2021,2,8,4,695,1369,1076,1264,381,72,96.553268,gescheitert
AFD_Wahlprogramm_2021,2,8,5,2340,1374,2419,0,79,51,96.31012,50
AFD_Wahlprogramm_2021,2,9,1,357,1504,674,16,317,44,96.170181,Deutschland
AFD_Wahlprogramm_2021,2,9,2,690,1517,824,18,134,31,96.35273,muss
AFD_Wahlprogramm_2021,2,9,3,842,1517,926,19,84,31,96.115349,aus
AFD_Wahlprogramm_2021,2,9,4,945,1504,1057,13,112,44,93.276802,dem
AFD_Wahlprogramm_2021,2,9,5,1070,1504,1466,16,396,56,92.56929,untergehenden
AFD_Wahlprogramm_2021,2,9,6,1482,1508,1812,16,330,52,91.81601,Euro-System
AFD_Wahlprogramm_2021,2,9,7,1828,1511,2070,289,242,37,96.291893,austreten
AFD_Wahlprogramm_2021,2,9,8,2359,1508,2417,0,58,40,96.046989,50
AFD_Wahlprogramm_2021,2,10,1,357,1589,498,19,141,42,93.217812,Keine
AFD_Wahlprogramm_2021,2,10,2,517,1587,1017,18,500,44,92.402084,Schuldenaufnahme
AFD_Wahlprogramm_2021,2,10,3,1035,1587,1181,16,146,44,96.686852,durch
AFD_Wahlprogramm_2021,2,10,4,1197,1587,1269,18,72,44,96.422775,die
AFD_Wahlprogramm_2021,2,10,5,1287,1591,1370,18,83,46,93.209335,"EU,"
AFD_Wahlprogramm_2021,2,10,6,1388,1587,1682,17,294,44,92.678146,Hilfskredite
AFD_Wahlprogramm_2021,2,10,7,1699,1600,1789,16,90,31,93.201637,nur
AFD_Wahlprogramm_2021,2,10,8,1805,1587,2161,16,356,44,92.148994,aufnationaler
AFD_Wahlprogramm_2021,2,10,9,2177,1587,2333,34,156,44,96.560471,Ebene
AFD_Wahlprogramm_2021,2,10,10,2367,1591,2420,0,53,40,96.779251,51
AFD_Wahlprogramm_2021,2,11,1,356,1670,642,18,286,44,93.297104,Zusätzliche
AFD_Wahlprogramm_2021,2,11,2,660,1670,1044,16,384,56,91.1847,Inflationierung
AFD_Wahlprogramm_2021,2,11,3,1060,1670,1206,14,146,44,93.298393,durch
AFD_Wahlprogramm_2021,2,11,4,1220,1670,1519,19,299,56,92.229141,überzogene
AFD_Wahlprogramm_2021,2,11,5,1538,1670,2074,14,536,44,89.744812,Corona-Mafsnahmen
AFD_Wahlprogramm_2021,2,11,6,2088,1670,2311,54,223,44,95.918533,beenden
AFD_Wahlprogramm_2021,2,11,7,2365,1674,2418,0,53,40,96.180077,52
AFD_Wahlprogramm_2021,2,12,1,357,1754,858,13,501,56,91.940681,EZB-Nullzinspolitik
AFD_Wahlprogramm_2021,2,12,2,871,1754,1094,1270,223,44,96.254448,beenden
AFD_Wahlprogramm_2021,2,12,3,2364,1758,2416,0,52,40,96.741066,53
AFD_Wahlprogramm_2021,2,13,1,354,1837,629,15,275,44,96.569702,Wohlstand
AFD_Wahlprogramm_2021,2,13,2,644,1837,743,16,99,44,96.716911,und
AFD_Wahlprogramm_2021,2,13,3,759,1837,954,287,195,44,96.128761,sozialer
AFD_Wahlprogramm_2021,2,13,6,1241,1841,1422,16,181,52,96.603668,Europa
AFD_Wahlprogramm_2021,2,13,7,1438,1837,1583,13,145,44,96.92717,durch
AFD_Wahlprogramm_2021,2,13,8,1596,1837,2071,0,475,56,96.168686,Wiedereinführung
AFD_Wahlprogramm_2021,2,14,1,356,1920,619,13,263,44,95.428116,nationaler
AFD_Wahlprogramm_2021,2,14,2,632,1920,934,1431,302,56,96.297203,Währungen
AFD_Wahlprogramm_2021,2,14,3,2365,1924,2418,0,53,40,96.962196,55
AFD_Wahlprogramm_2021,2,15,1,357,2004,508,16,151,44,96.676422,Erhalt
AFD_Wahlprogramm_2021,2,15,2,524,2004,607,18,83,44,92.788292,des
AFD_Wahlprogramm_2021,2,15,3,625,2004,850,18,225,56,92.273651,Bargelds:
AFD_Wahlprogramm_2021,2,15,4,868,2004,1058,15,190,56,96.881332,Bargeld
AFD_Wahlprogramm_2021,2,15,5,1073,2006,1132,16,59,42,96.970558,ist
AFD_Wahlprogramm_2021,2,15,6,1148,2004,1342,14,194,44,96.389969,Freiheit
AFD_Wahlprogramm_2021,2,15,7,1356,2004,1455,17,99,44,96.403191,und
AFD_Wahlprogramm_2021,2,15,8,1472,2004,1639,13,167,44,96.050224,Schutz
AFD_Wahlprogramm_2021,2,15,9,1652,2017,1735,15,83,31,96.50515,vor
AFD_Wahlprogramm_2021,2,15,10,1750,2006,2044,0,294,54,96.50515,Enteignung
AFD_Wahlprogramm_2021,2,16,1,355,2087,454,14,99,44,93.240906,und
AFD_Wahlprogramm_2021,2,16,2,468,2087,943,1419,475,56,91.38092,Totalüberwachung
AFD_Wahlprogramm_2021,2,16,3,2362,2091,2418,0,56,40,96.916512,56
AFD_Wahlprogramm_2021,2,17,1,355,2170,745,16,390,56,91.791573,Target-2-Risiko
AFD_Wahlprogramm_2021,2,17,2,761,2170,984,1379,223,44,96.491798,beenden
AFD_Wahlprogramm_2021,2,17,3,2363,2174,2420,0,57,40,96.963425,57
AFD_Wahlprogramm_2021,2,18,1,357,2254,602,18,245,44,96.247589,Nationale
AFD_Wahlprogramm_2021,2,18,2,620,2256,955,1406,335,42,96.247589,Investitionen
AFD_Wahlprogramm_2021,2,18,3,2361,2258,2416,0,55,40,96.876343,58
AFD_Wahlprogramm_2021,2,19,1,354,2337,679,15,325,56,96.316917,Absicherung
AFD_Wahlprogramm_2021,2,19,2,694,2350,847,15,153,43,96.196671,gegen
AFD_Wahlprogramm_2021,2,19,3,862,2337,935,18,73,44,93.296776,die
AFD_Wahlprogramm_2021,2,19,4,953,2337,1207,19,254,50,92.14444,"Eurokrise,"
AFD_Wahlprogramm_2021,2,19,5,1226,2337,1521,15,295,56,91.631241,Geldsystem
AFD_Wahlprogramm_2021,2,19,6,1536,2337,1855,0,319,50,91.936554,"reformieren,"
AFD_Wahlprogramm_2021,2,20,1,357,2420,610,20,253,44,93.046799,deutsches
AFD_Wahlprogramm_2021,2,20,2,630,2420,890,12,260,56,92.064873,Staatsgold
AFD_Wahlprogramm_2021,2,20,3,902,2420,1181,15,279,56,96.684013,vollständig
AFD_Wahlprogramm_2021,2,20,4,1196,2420,1369,14,173,44,96.721664,zurück
AFD_Wahlprogramm_2021,2,20,5,1383,2420,1506,16,123,44,95.744316,nach
AFD_Wahlprogramm_2021,2,20,6,1522,2420,1839,523,317,44,95.744316,Deutschland
AFD_Wahlprogramm_2021,2,20,7,2362,2424,2417,0,55,40,96.313713,59
AFD_Wahlprogramm_2021,2,21,1,295,2672,547,16,252,56,90.827263,Außen-
AFD_Wahlprogramm_2021,2,21,2,563,2672,694,12,131,56,92.796593,und
AFD_Wahlprogramm_2021,2,21,3,706,2672,1403,939,697,72,92.073784,Verteidigungspolitik
AFD_Wahlprogramm_2021,2,21,4,2342,2677,2419,0,77,51,96.780762,62
AFD_Wahlprogramm_2021,2,22,1,357,2809,436,15,79,42,96.670258,Die
AFD_Wahlprogramm_2021,2,22,2,451,2807,784,14,333,56,95.916626,Außenpolitik
AFD_Wahlprogramm_2021,2,22,3,798,2807,1140,17,342,44,95.916626,Deutschlands
AFD_Wahlprogramm_2021,2,22,4,1157,2820,1292,18,135,31,96.623833,muss
AFD_Wahlprogramm_2021,2,22,5,1310,2807,1410,15,100,44,96.045944,sich
AFD_Wahlprogramm_2021,2,22,6,1425,2820,1486,28,61,31,96.045944,an
AFD_Wahlprogramm_2021,2,22,7,1514,2807,1778,16,264,44,96.235649,deutschen
AFD_Wahlprogramm_2021,2,22,8,1794,2811,2064,15,270,40,96.449112,Interessen
AFD_Wahlprogramm_2021,2,22,9,2079,2807,2350,13,271,44,96.46772,ausrichten
AFD_Wahlprogramm_2021,2,22,10,2363,2811,2418,0,55,40,96.548943,62
AFD_Wahlprogramm_2021,2,23,1,357,2894,446,15,89,40,96.775337,Das
AFD_Wahlprogramm_2021,2,23,2,461,2890,720,18,259,44,96.352188,Verhältnis
AFD_Wahlprogramm_2021,2,23,3,738,2903,795,11,57,31,96.524559,zu
AFD_Wahlprogramm_2021,2,23,4,806,2890,1057,17,251,56,96.689873,wichtigen
AFD_Wahlprogramm_2021,2,23,5,1074,2894,1263,15,189,40,95.910278,Staaten
AFD_Wahlprogramm_2021,2,23,6,1278,2892,1344,12,66,41,96.389587,im
AFD_Wahlprogramm_2021,2,23,7,1356,2890,1550,16,194,44,95.757263,Wandel
AFD_Wahlprogramm_2021,2,23,8,1566,2890,1649,17,83,44,92.977211,der
AFD_Wahlprogramm_2021,2,23,9,1666,2890,1927,433,261,56,89.997726,Geopolitik
AFD_Wahlprogramm_2021,2,23,10,2360,2894,2420,0,60,40,96.586586,64
AFD_Wahlprogramm_2021,2,24,1,354,2974,831,17,477,56,91.148178,Wiederherstellung
AFD_Wahlprogramm_2021,2,24,2,848,2974,931,12,83,44,93.297882,der
AFD_Wahlprogramm_2021,2,24,3,943,2974,1304,16,361,56,92.766396,Wehrfähigkeit
